BMGT230H 0 3 0101 35 07384 |K. Ruhi|
BMGT230M 0 8 0104 13 07394 |R. Lazar|
BMGT230M 0 10 0203 13 07395 |R. Lazar|
BMGT230M 0 5 0207 13 07396 |R. Lazar|
BMGT230M 0 11 0306 13 07397 |R. Lazar|
BMGT301 16 0 0101 54 07420 |C. Anderson|
BMGT301 0 29 0201 54 07421 |S. Viswanathan|
BMGT301 13 0 0301 54 07422 |C. Anderson|
BMGT301 0 0 0401 54 07423 |S. Viswanathan|
BMGT301 0 1 0501 54 07424 |B. Corwin|
BMGT301 0 34 0601 54 07425 |B. Corwin|
BMGT302 4 0 0101 22 07435 |P. Weiss|
BMGT302 4 0 0201 22 07436 |P. Weiss|
BMGT302 8 0 0301 22 07437 |P. Weiss|
BMGT310 0 25 0101 31 07447 |M. Kimbrough|
BMGT310 0 15 0201 31 07448 |M. Kimbrough|
BMGT310 1 0 0301 31 07449 |S. Rose|
BMGT310 0 6 0401 31 07450 |L. Mostow|
BMGT310 0 11 0501 31 07451 |L. Mostow|
BMGT311 0 3 0101 31 07463 |M. Finch|
BMGT311 0 10 0201 31 07464 |O. Kim|
BMGT311 0 23 0301 31 07465 |O. Kim|
BMGT311 16 0 0401 31 07466 |G. Bulmash|
BMGT321 9 0 0101 40 07478 |M. Loeb|
BMGT321 0 13 0201 24 07479 |M. Finch|
BMGT321 0 8 0301 24 07480 |M. Finch|
BMGT321 0 3 0401 24 07481 |M. Finch|
BMGT323 3 0 0101 36 07491 |G. Pfeiffer|
BMGT323 3 0 0201 36 07492 |G. Pfeiffer|
BMGT323 0 0 0301 36 07493 |E. Cantor|
BMGT326 0 0 0101 36 07503 |R. Hall|
BMGT326 3 0 0201 36 07504 |R. Hall|
BMGT326 0 0 0301 36 07505 |R. Hall|
BMGT326 5 0 0401 36 07506 |J. Johnson|
BMGT332 6 0 0101 45 07516 |K. Ruhi|
BMGT332 6 0 0201 45 07517 |K. Ruhi|
BMGT340 0 20 0101 48 07529 |K. Hallows|
BMGT340 0 45 0201 48 07530 |K. Hallows|
BMGT340 4 0 0301 40 07531 |S. White|
BMGT340 1 0 0401 48 07532 |S. White|
BMGT340 11 0 0501 48 07533 |E. Kiss|
BMGT340 9 0 0601 48 07534 |E. Kiss|
BMGT340 2 0 0701 48 07535 |E. Kiss|
BMGT340N 5 0 0301 9 07555 |S. White|
BMGT343 5 0 0101 36 07566 |R. Wermers|
BMGT343 8 0 0201 36 07567 |M. Loewenstein|
BMGT343 9 0 0301 36 07568 |M. Loewenstein|
BMGT343 0 19 0401 36 07569 |G. Skoulakis|
BMGT350 0 15 0101 54 07580 |R. Lefkoff|
BMGT350 1 0 0201 54 07581 |R. Lefkoff|
BMGT350 2 0 0301 54 07582 |H. Boyd|
BMGT350 3 0 0401 54 07583 |R. Lefkoff|
BMGT350 0 17 0501 45 07584 |R. Lefkoff|
BMGT350 2 0 0601 54 07585 |H. Boyd|
BMGT350 0 24 0701 54 07586 |H. Boyd|
BMGT350N 8 0 0501 9 07596 |R. Lefkoff|
BMGT352 8 0 0101 36 07607 |Y. Joshi|
BMGT360 0 11 0101 31 07618 |J. Spina|
BMGT360 0 6 0102 31 07619 |J. Spina|
BMGT360 0 5 0103 31 07620 |J. Spina|
BMGT360 0 11 0104 31 07621 |J. Spina|
BMGT360 0 1 0105 31 07622 |J. Spina|
BMGT360 0 20 0106 31 07623 |J. Spina|
BMGT364 0 22 0101 54 07655 |K. Wouters|
BMGT364 3 0 0201 54 07656 |K. Wouters|
BMGT364 5 0 0301 45 07657 |K. Wouters|
BMGT364 4 0 0401 54 07658 |J. Armstrong|
